particle_id,x,y,vx,vy,release_time,mass,diameter,density,charge,source_part_id,material_id,source_event_tag,stick_probability,source_x,source_y,release_offset_m,impulse_voltage_V,initial_speed_mps,charge_number_e,charge_model,particle_model
1,0.1718085400815815,0.024,-18.145823667324905,95.183146832184718,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1718085400815815,0.0219999999999999,0.002,4.518470882950969,96.897380549955443,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
2,0.166163139715084,0.024,-135.76572650601528,217.63524625449702,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.166163139715084,0.0219999999999999,0.002,31.66477192815251,256.51010293156429,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
3,0.1770094755946169,0.024,-216.86908711908578,181.92717786250509,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1770094755946169,0.0219999999999999,0.002,38.562122125758464,283.07189721496758,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
4,0.1645863009279101,0.024,77.064835252325238,2.5499385952277591,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1645863009279101,0.0219999999999999,0.002,2.861245626350142,77.107010182651123,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
5,0.1570639587826448,0.024,-184.29918552529134,64.181074055720458,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1570639587826448,0.0219999999999999,0.002,18.32845831797023,195.15481047678949,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
6,0.1561964847719362,0.024,-123.04998161466264,24.450085639973263,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1561964847719362,0.0219999999999999,0.002,7.574386074072349,125.4555884094879,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
7,0.1775973798866431,0.024,-204.20136066667442,86.743209294994074,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1775973798866431,0.0219999999999999,0.002,23.68818512182812,221.86162366871022,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
8,0.1540098950616744,0.024,119.55876141576661,84.639125907899341,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1540098950616744,0.0219999999999999,0.002,10.32662141399282,146.48576403775706,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
9,0.1688153568484283,0.024,-96.078051403328956,105.78832009647651,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1688153568484283,0.0219999999999999,0.002,9.828089487360586,142.90612523714753,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
10,0.1562236043880794,0.024,-99.056856557023721,166.60044508601484,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1562236043880794,0.0219999999999999,0.002,18.07944659674412,193.82458340937308,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
11,0.1724810692046197,0.024,-157.37526912826061,170.88595688400773,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1724810692046197,0.0219999999999999,0.002,25.97237528171874,232.3122588098945,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
12,0.1781449998474199,0.024,-296.80694829627447,202.44337099027058,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1781449998474199,0.0219999999999999,0.002,62.11815891846613,359.2738273446198,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
13,0.1788386146094748,0.024,-235.95023403076198,70.552387128209546,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1788386146094748,0.0219999999999999,0.002,29.187662104380287,246.27251626736609,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
14,0.1781273465394255,0.024,-137.27879317332469,32.225275043641204,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1781273465394255,0.0219999999999999,0.002,9.569070583484905,141.0104088596398,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
15,0.1680547999344002,0.024,-180.1694938369798,249.86515131779885,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1680547999344002,0.0219999999999999,0.002,45.66721445637212,308.04811369742231,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
16,0.1546150619014218,0.024,-162.4773555828491,137.34683345740174,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1546150619014218,0.0219999999999999,0.002,21.78267287091949,212.75113099104979,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
17,0.1773677681147136,0.024,-13.956042440575596,184.01296866171108,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1773677681147136,0.0219999999999999,0.002,16.38910483747336,184.54144183976402,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
18,0.160497266897517,0.024,-87.660580184963806,131.27608473145929,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.160497266897517,0.0219999999999999,0.002,11.991593454622526,157.85369093177945,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
19,0.1732298952003681,0.024,0.70849097735632716,291.19336458105226,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1732298952003681,0.0219999999999999,0.002,40.80683709738416,291.1942264803659,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
20,0.1537381989489523,0.024,-155.2518635681096,118.59254938540003,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1537381989489523,0.0219999999999999,0.002,18.367888685382155,195.36461785876037,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
21,0.1694654606070134,0.024,15.396957472374917,248.96406904910259,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1694654606070134,0.0219999999999999,0.002,29.9432292613008,249.43972012671205,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
22,0.1629001809635067,0.024,-202.61928212597093,85.053553006272367,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1629001809635067,0.0219999999999999,0.002,23.23874934082817,219.74685519532375,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
23,0.165072849308458,0.024,-168.3155783622413,90.664350782772942,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.165072849308458,0.0219999999999999,0.002,17.58962894545381,191.18095726896414,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
24,0.1750115135751997,0.024,-56.973503833061891,87.931771463863555,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1750115135751997,0.0219999999999999,0.002,5.283110738911599,104.77583963771919,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
25,0.1562052433048278,0.024,-199.80343019223073,30.299843162241949,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1562052433048278,0.0219999999999999,0.002,19.653854531764512,202.08783044072217,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
26,0.1638306801930468,0.024,-200.57945086699257,93.380941636323655,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1638306801930468,0.0219999999999999,0.002,23.55802547043378,221.25125168231429,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
27,0.1732848793748592,0.024,-83.588581547364498,98.505572622824772,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1732848793748592,0.0219999999999999,0.002,8.032192870465334,129.19132634527369,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
28,0.1686254650788656,0.024,-184.46945159195269,100.92692489141199,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1686254650788656,0.0219999999999999,0.002,21.278412879321795,210.27416089161432,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
29,0.174680988478154,0.024,-42.929519932143599,214.96400729928891,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.174680988478154,0.0219999999999999,0.002,23.12507306547075,219.20873184198902,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
30,0.1644211526366473,0.024,-91.528561860949296,111.60600900981437,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1644211526366473,0.0219999999999999,0.002,10.025986755129209,144.33772508749189,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
31,0.1666612385019025,0.024,-301.73401725868075,309.79187043175506,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1666612385019025,0.0219999999999999,0.002,90.0,432.45163909582675,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
32,0.1547074937885672,0.024,-28.080567454299,106.57227340151196,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1547074937885672,0.0219999999999999,0.002,5.845298423892755,110.20965350876506,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
33,0.1707796385911288,0.024,-211.10747621284656,64.427913489372443,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1707796385911288,0.0219999999999999,0.002,23.44503180977477,220.7200094000352,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
34,0.1774482244483961,0.024,-70.340659112006875,63.078656340773563,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1774482244483961,0.0219999999999999,0.002,4.295953586002471,94.481348477194004,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
35,0.1716308795921778,0.024,-146.06153275482885,21.410466420396155,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1716308795921778,0.0219999999999999,0.002,10.48750222806107,147.62242181670388,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
36,0.1731187499542958,0.024,-83.675258622069379,104.06249366645349,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1731187499542958,0.0219999999999999,0.002,8.580887148035082,133.53108811640408,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
37,0.1730703950930885,0.024,-173.9981934261348,48.64286398676461,0.0,9.2153384505300587e-21,2e-08,2200,-9.5744509826295496e-18,34,60,part11_sio2_20nm_charged_sheath_ejection,0.0,0.1730703950930885,0.0219999999999999,0.002,15.708601269647506,180.6695866281691,-59.7590226910621,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_20nm_sheath_edge_ejection
