particle_id,x,y,vx,vy,release_time,mass,diameter,density,charge,source_part_id,material_id,source_event_tag,stick_probability,source_x,source_y,release_offset_m,impulse_voltage_V,initial_speed_mps,charge_number_e,charge_model,particle_model
1,0.1718085400815815,0.024,-36.291647334649809,190.36629366436944,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1718085400815815,0.0219999999999999,0.002,4.518470882950969,193.79476109991089,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
2,0.166163139715084,0.024,-271.53145301203057,435.27049250899404,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.166163139715084,0.0219999999999999,0.002,31.66477192815251,513.02020586312858,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
3,0.1770094755946169,0.024,-433.73817423817155,363.85435572501018,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1770094755946169,0.0219999999999999,0.002,38.562122125758464,566.14379442993516,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
4,0.1645863009279101,0.024,154.12967050465048,5.0998771904555182,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1645863009279101,0.0219999999999999,0.002,2.861245626350142,154.21402036530225,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
5,0.1570639587826448,0.024,-368.59837105058267,128.36214811144092,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1570639587826448,0.0219999999999999,0.002,18.32845831797023,390.30962095357899,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
6,0.1561964847719362,0.024,-246.09996322932528,48.900171279946527,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1561964847719362,0.0219999999999999,0.002,7.574386074072349,250.9111768189758,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
7,0.1775973798866431,0.024,-408.40272133334884,173.48641858998815,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1775973798866431,0.0219999999999999,0.002,23.68818512182812,443.72324733742045,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
8,0.1540098950616744,0.024,239.11752283153322,169.27825181579868,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1540098950616744,0.0219999999999999,0.002,10.32662141399282,292.97152807551413,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
9,0.1688153568484283,0.024,-192.15610280665791,211.57664019295302,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1688153568484283,0.0219999999999999,0.002,9.828089487360586,285.81225047429507,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
10,0.1562236043880794,0.024,-198.11371311404744,333.20089017202969,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1562236043880794,0.0219999999999999,0.002,18.07944659674412,387.64916681874615,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
11,0.1724810692046197,0.024,-314.75053825652122,341.77191376801545,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1724810692046197,0.0219999999999999,0.002,25.97237528171874,464.624517619789,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
12,0.1781449998474199,0.024,-593.61389659254894,404.88674198054116,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1781449998474199,0.0219999999999999,0.002,62.11815891846613,718.54765468923961,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
13,0.1788386146094748,0.024,-471.90046806152395,141.10477425641909,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1788386146094748,0.0219999999999999,0.002,29.187662104380287,492.54503253473217,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
14,0.1781273465394255,0.024,-274.55758634664937,64.450550087282409,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1781273465394255,0.0219999999999999,0.002,9.569070583484905,282.02081771927959,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
15,0.1680547999344002,0.024,-360.33898767395959,499.7303026355977,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1680547999344002,0.0219999999999999,0.002,45.66721445637212,616.09622739484462,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
16,0.1546150619014218,0.024,-324.9547111656982,274.69366691480349,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1546150619014218,0.0219999999999999,0.002,21.78267287091949,425.50226198209958,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
17,0.1773677681147136,0.024,-27.912084881151191,368.02593732342217,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1773677681147136,0.0219999999999999,0.002,16.38910483747336,369.08288367952804,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
18,0.160497266897517,0.024,-175.32116036992761,262.55216946291858,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.160497266897517,0.0219999999999999,0.002,11.991593454622526,315.70738186355891,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
19,0.1732298952003681,0.024,1.4169819547126543,582.38672916210453,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1732298952003681,0.0219999999999999,0.002,40.80683709738416,582.3884529607318,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
20,0.1537381989489523,0.024,-310.5037271362192,237.18509877080007,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1537381989489523,0.0219999999999999,0.002,18.367888685382155,390.72923571752074,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
21,0.1694654606070134,0.024,30.793914944749833,497.92813809820518,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1694654606070134,0.0219999999999999,0.002,29.9432292613008,498.87944025342409,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
22,0.1629001809635067,0.024,-405.23856425194185,170.10710601254473,0.0,1.1519173063162573e-21,1e-08,2200,-4.7872254913147748e-18,34,60,part11_sio2_10nm_charged_sheath_ejection,0.0,0.1629001809635067,0.0219999999999999,0.002,23.23874934082817,439.49371039064749,-29.87951134553105,floating_potential_oml_like_from_Te_ne_ni_quasineutral,charged_sio2_10nm_sheath_edge_ejection
