time_s,step_name,segment_name,released_count,active_count,stuck_count,absorbed_count,escaped_count,invalid_mask_stopped_count_step,save_positions_enabled,write_wall_events_enabled,write_diagnostics_enabled,valid_mask_violation_count_step,valid_mask_mixed_stencil_count_step,valid_mask_hard_invalid_count_step,extension_band_sample_count_step
1.2200000000000006,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.2400000000000007,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.2600000000000007,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.2800000000000007,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.3000000000000007,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.3200000000000007,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.3400000000000007,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.3600000000000008,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.3800000000000008,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.4000000000000008,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.4200000000000008,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.4400000000000008,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.4600000000000009,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.4800000000000009,etch,etch,3,3,0,0,0,0,1,1,1,0,0,0,0
1.5000000000000009,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.520000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.540000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.560000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.580000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.600000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.620000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.640000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.660000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.680000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.700000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.720000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.740000000000001,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.7600000000000011,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.7800000000000011,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.8000000000000012,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.8200000000000012,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.8400000000000012,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.8600000000000012,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.8800000000000012,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.9000000000000012,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.9200000000000013,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.9400000000000013,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.9600000000000013,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
1.9800000000000013,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.0000000000000013,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.0200000000000014,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.0400000000000014,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.0600000000000014,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.0800000000000014,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.1000000000000014,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.1200000000000014,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.1400000000000015,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.1600000000000015,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.1800000000000015,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.2000000000000015,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.2200000000000015,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.2400000000000015,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.2600000000000016,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.2800000000000016,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.3000000000000016,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.3200000000000016,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.3400000000000016,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.3600000000000017,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.3800000000000017,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.4000000000000017,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.4200000000000017,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.4400000000000017,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.4600000000000017,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.4800000000000018,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.5000000000000018,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.520000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.540000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.560000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.580000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.600000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.620000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.640000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.660000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.680000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.700000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.720000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.740000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.760000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.780000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.800000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.820000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.840000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.860000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.880000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.900000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.920000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.940000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.960000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
2.980000000000002,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
3.0,purge,purge,3,3,0,0,0,0,1,1,1,0,0,0,0
